Genome Name,Study,Region,Country,Site,Cluster,Year,Mortality,N50,contig_count,total_size,resistance_score,ST,K_locus,K_type,K_locus_confidence,O_locus,O_type,O_locus_confidence,O_genotype,O_locus_variant
ERR6350152,SPINZ,Eastern Africa,Zambia,60,SZ1,2015,NA,204003,221,5634881,1,ST307,KL102,Capsule null,Typeable,O1/O2v2,O2afg,Typeable,O2afg,O2afg (O1/O2v2)
ERR6350197,SPINZ,Eastern Africa,Zambia,60,SZ1,2015,0,307638,243,5631944,1,ST307,KL102,Capsule null,Typeable,O1/O2v2,O2afg,Typeable,O2afg,O2afg (O1/O2v2)
ERR6350198,SPINZ,Eastern Africa,Zambia,60,SZ1,2015,0,200656,316,5649419,1,ST307,KL102,Capsule null,Typeable,O1/O2v2,O2afg,Typeable,O2afg,O2afg (O1/O2v2)
ERR6350199,SPINZ,Eastern Africa,Zambia,60,SZ1,2015,0,210715,239,5630483,1,ST307,KL102,Capsule null,Typeable,O1/O2v2,O2afg,Typeable,O2afg,O2afg (O1/O2v2)
ERR6350200,SPINZ,Eastern Africa,Zambia,60,SZ1,2015,0,243827,251,5632005,1,ST307,KL102,Capsule null,Typeable,O1/O2v2,O2afg,Typeable,O2afg,O2afg (O1/O2v2)
ERR6350210,SPINZ,Eastern Africa,Zambia,60,SZ1,2015,1,210730,267,5633908,1,ST307,KL102,Capsule null,Typeable,O1/O2v2,O2afg,Typeable,O2afg,O2afg (O1/O2v2)
ERR6350212,SPINZ,Eastern Africa,Zambia,60,SZ1,2015,0,203957,264,5635357,1,ST307,KL102,Capsule null,Typeable,O1/O2v2,O2afg,Typeable,O2afg,O2afg (O1/O2v2)
ERR6350763,SPINZ,Eastern Africa,Zambia,60,SZ1,2015,0,203990,329,5652209,1,ST307,KL102,Capsule null,Typeable,O1/O2v2,O2afg,Typeable,O2afg,O2afg (O1/O2v2)
ERR6350765,SPINZ,Eastern Africa,Zambia,60,SZ1,2015,0,210730,248,5632687,1,ST307,KL102,Capsule null,Typeable,O1/O2v2,O2afg,Typeable,O2afg,O2afg (O1/O2v2)
ERR6350775,SPINZ,Eastern Africa,Zambia,60,SZ1,2015,0,204003,273,5639615,1,ST307,KL102,Capsule null,Typeable,O1/O2v2,O2afg,Typeable,O2afg,O2afg (O1/O2v2)
ERR6350776,SPINZ,Eastern Africa,Zambia,60,SZ1,2015,NA,200389,325,5646749,1,ST307,KL102,Capsule null,Typeable,O1/O2v2,O2afg,Typeable,O2afg,O2afg (O1/O2v2)
ERR6350800,SPINZ,Eastern Africa,Zambia,60,SZ1,2015,NA,243827,242,5636371,1,ST307,KL102,Capsule null,Typeable,O1/O2v2,O2afg,Typeable,O2afg,O2afg (O1/O2v2)
ERR6350801,SPINZ,Eastern Africa,Zambia,60,SZ1,2015,0,267592,243,5632451,1,ST307,KL102,Capsule null,Typeable,O1/O2v2,O2afg,Typeable,O2afg,O2afg (O1/O2v2)
ERR6350803,SPINZ,Eastern Africa,Zambia,60,SZ1,2015,1,267553,218,5635543,1,ST307,KL102,Capsule null,Typeable,O1/O2v2,O2afg,Typeable,O2afg,O2afg (O1/O2v2)
ERR6350897,SPINZ,Eastern Africa,Zambia,60,SZ1,2015,NA,194620,304,5638535,1,ST307,KL102,Capsule null,Typeable,O1/O2v2,O2afg,Typeable,O2afg,O2afg (O1/O2v2)
ERR6350909,SPINZ,Eastern Africa,Zambia,60,SZ1,2015,1,179068,265,5636737,1,ST307,KL102,Capsule null,Typeable,O1/O2v2,O2afg,Typeable,O2afg,O2afg (O1/O2v2)
ERR6351003,SPINZ,Eastern Africa,Zambia,60,SZ1,2015,1,214725,262,5632552,1,ST307,KL102,Capsule null,Typeable,O1/O2v2,O2afg,Typeable,O2afg,O2afg (O1/O2v2)
ERR6351014,SPINZ,Eastern Africa,Zambia,60,SZ1,2015,NA,204003,238,5633251,1,ST307,KL102,Capsule null,Typeable,O1/O2v2,O2afg,Typeable,O2afg,O2afg (O1/O2v2)
ERR6351015,SPINZ,Eastern Africa,Zambia,60,SZ1,2015,0,267611,268,5635892,1,ST307,KL102,Capsule null,Typeable,O1/O2v2,O2afg,Typeable,O2afg,O2afg (O1/O2v2)
PID-0821-157-ZN0158,SPINZ,Eastern Africa,Zambia,60,SZ1,2015,1,185257,600,5707498,1,ST307,KL102,Capsule null,Typeable,O1/O2v2,O2afg,Typeable,O2afg,O2afg (O1/O2v2)
PID-0821-158-ZN0157,SPINZ,Eastern Africa,Zambia,60,SZ1,2015,0,178003,532,5692551,1,ST307,KL102,Capsule null,Typeable,O1/O2v2,O2afg,Typeable,O2afg,O2afg (O1/O2v2)
PID-0821-214-ZN0200,SPINZ,Eastern Africa,Zambia,60,SZ1,2015,1,178053,378,5642434,1,ST307,KL102,Capsule null,Typeable,O1/O2v2,O2afg,Typeable,O2afg,O2afg (O1/O2v2)
PID-0821-219-ZN0205,SPINZ,Eastern Africa,Zambia,60,SZ1,2015,NA,179094,417,5646142,1,ST307,KL102,Capsule null,Typeable,O1/O2v2,O2afg,Typeable,O2afg,O2afg (O1/O2v2)
PID-0821-ZJN0038,SPINZ,Eastern Africa,Zambia,60,SZ1,2015,0,177475,417,5654073,1,ST307,KL102,Capsule null,Typeable,O1/O2v2,O2afg,Typeable,O2afg,O2afg (O1/O2v2)
PID-0821-ZN0003,SPINZ,Eastern Africa,Zambia,60,SZ1,2015,1,177219,897,5770849,1,ST307,KL102,Capsule null,Typeable,O1/O2v2,O2afg,Typeable,O2afg,O2afg (O1/O2v2)
PID-0821-ZN0002,SPINZ,Eastern Africa,Zambia,60,SZ1,2015,1,165301,994,5802636,1,ST307,KL102,Capsule null,Typeable,O1/O2v2,O2afg,Typeable,O2afg,O2afg (O1/O2v2)
PID-0821-ZN0004,SPINZ,Eastern Africa,Zambia,60,SZ1,2015,1,155569,936,5778768,1,ST307,KL102,Capsule null,Typeable,O1/O2v2,O2afg,Typeable,O2afg,O2afg (O1/O2v2)
PID-0821-ZN0007,SPINZ,Eastern Africa,Zambia,60,SZ1,2015,0,179094,675,5716022,1,ST307,KL102,Capsule null,Typeable,O1/O2v2,O2afg,Typeable,O2afg,O2afg (O1/O2v2)
PID-0821-ZN0010,SPINZ,Eastern Africa,Zambia,60,SZ1,2015,0,179094,536,5687551,1,ST307,KL102,Capsule null,Typeable,O1/O2v2,O2afg,Typeable,O2afg,O2afg (O1/O2v2)
PID-0821-ZN0011,SPINZ,Eastern Africa,Zambia,60,SZ1,2015,0,179094,651,5721929,1,ST307,KL102,Capsule null,Typeable,O1/O2v2,O2afg,Typeable,O2afg,O2afg (O1/O2v2)
PID-0821-ZN0015,SPINZ,Eastern Africa,Zambia,60,SZ1,2015,NA,179024,894,5783807,1,ST307,KL102,Capsule null,Typeable,O1/O2v2,O2afg,Typeable,O2afg,O2afg (O1/O2v2)
PID-0821-ZN0041,SPINZ,Eastern Africa,Zambia,60,SZ1,2015,NA,177765,631,5713810,1,ST307,KL102,Capsule null,Typeable,O1/O2v2,O2afg,Typeable,O2afg,O2afg (O1/O2v2)
PID-0821-ZN0044,SPINZ,Eastern Africa,Zambia,60,SZ1,2015,NA,179024,583,5693611,1,ST307,KL102,Capsule null,Typeable,O1/O2v2,O2afg,Typeable,O2afg,O2afg (O1/O2v2)
PID-0821-ZN0105,SPINZ,Eastern Africa,Zambia,60,SZ1,2015,NA,179030,709,5730719,1,ST307,KL102,Capsule null,Typeable,O1/O2v2,O2afg,Typeable,O2afg,O2afg (O1/O2v2)
PID-0821-ZN0115,SPINZ,Eastern Africa,Zambia,60,SZ1,2015,0,179172,408,5653907,1,ST307,KL102,Capsule null,Typeable,O1/O2v2,O2afg,Typeable,O2afg,O2afg (O1/O2v2)
PID-0821-ZN0116-II,SPINZ,Eastern Africa,Zambia,60,SZ1,2015,1,179094,428,5657177,1,ST307,KL102,Capsule null,Typeable,O1/O2v2,O2afg,Typeable,O2afg,O2afg (O1/O2v2)
ERR6349917,SPINZ,Eastern Africa,Zambia,60,SZ2,2015,1,120093,312,5634857,1,ST307,KL102,Capsule null,Typeable,O1/O2v2,O2afg,Typeable,O2afg,O2afg (O1/O2v2)
ERR6349919,SPINZ,Eastern Africa,Zambia,60,SZ3,2016,1,431099,175,5340131,1,ST2004,KL23,K23,Typeable,O1/O2v2,O2afg,Typeable,O2afg,O2afg (O1/O2v2)
ERR6349920,SPINZ,Eastern Africa,Zambia,60,SZ3,2016,1,478111,133,5329704,1,ST2004,KL23,K23,Typeable,O1/O2v2,O2afg,Typeable,O2afg,O2afg (O1/O2v2)
ERR6349933,SPINZ,Eastern Africa,Zambia,60,SZ3,2016,1,431099,237,5357506,1,ST2004,KL23,K23,Typeable,O1/O2v2,O2afg,Typeable,O2afg,O2afg (O1/O2v2)
ERR6350139,SPINZ,Eastern Africa,Zambia,60,SZ3,2016,0,431099,152,5335669,1,ST2004,KL23,K23,Typeable,O1/O2v2,O2afg,Typeable,O2afg,O2afg (O1/O2v2)
ERR6350202,SPINZ,Eastern Africa,Zambia,60,SZ3,2016,0,349152,159,5338011,1,ST2004,KL23,K23,Typeable,O1/O2v2,O2afg,Typeable,O2afg,O2afg (O1/O2v2)
ERR6350216,SPINZ,Eastern Africa,Zambia,60,SZ3,2016,0,430934,151,5335924,1,ST2004,KL23,K23,Typeable,O1/O2v2,O2afg,Typeable,O2afg,O2afg (O1/O2v2)
ERR6350780,SPINZ,Eastern Africa,Zambia,60,SZ3,2016,1,358911,558,5461218,1,ST2004,KL23,K23,Typeable,O1/O2v2,O2afg,Typeable,O2afg,O2afg (O1/O2v2)
ERR6350866,SPINZ,Eastern Africa,Zambia,60,SZ3,2016,0,430898,912,5567464,1,ST2004,KL23,K23,Typeable,O1/O2v2,O2afg,Typeable,O2afg,O2afg (O1/O2v2)
ERR6350887,SPINZ,Eastern Africa,Zambia,60,SZ3,2016,1,358911,170,5337954,1,ST2004,KL23,K23,Typeable,O1/O2v2,O2afg,Typeable,O2afg,O2afg (O1/O2v2)
ERR6350911,SPINZ,Eastern Africa,Zambia,60,SZ3,2016,0,293520,163,5338980,1,ST2004,KL23,K23,Typeable,O1/O2v2,O2afg,Typeable,O2afg,O2afg (O1/O2v2)
ERR6351005,SPINZ,Eastern Africa,Zambia,60,SZ3,2016,0,363866,170,5337074,1,ST2004,KL23,K23,Typeable,O1/O2v2,O2afg,Typeable,O2afg,O2afg (O1/O2v2)
ERR6351018,SPINZ,Eastern Africa,Zambia,60,SZ3,2016,1,293547,838,5526242,1,ST2004,KL23,K23,Typeable,O1/O2v2,O2afg,Typeable,O2afg,O2afg (O1/O2v2)
ERR6351019,SPINZ,Eastern Africa,Zambia,60,SZ3,2016,0,358909,130,5327839,1,ST2004,KL23,K23,Typeable,O1/O2v2,O2afg,Typeable,O2afg,O2afg (O1/O2v2)
PID-0821-2610-ZN2242,SPINZ,Eastern Africa,Zambia,60,SZ3,2016,1,293595,564,5435676,1,ST2004,KL23,K23,Typeable,O1/O2v2,O2afg,Typeable,O2afg,O2afg (O1/O2v2)
PID-0821-2686-ZN2314,SPINZ,Eastern Africa,Zambia,60,SZ3,2016,0,293477,475,5401300,1,ST2004,KL23,K23,Typeable,O1/O2v2,O2afg,Typeable,O2afg,O2afg (O1/O2v2)
PID-0821-2752-ZN2372,SPINZ,Eastern Africa,Zambia,60,SZ3,2016,1,306314,443,5393429,1,ST2004,KL23,K23,Typeable,O1/O2v2,O2afg,Typeable,O2afg,O2afg (O1/O2v2)
PID-0821-2731-ZN2356,SPINZ,Eastern Africa,Zambia,60,SZ3,2016,1,179982,514,5828562,1,ST307,KL102,unknown (KL102),Typeable,O1/O2v2,O2afg,Typeable,O2afg,O2afg (O1/O2v2)
ERR6349921,SPINZ,Eastern Africa,Zambia,60,SZ1,2016,0,215853,346,5653454,1,ST307,KL102,Capsule null,Typeable,O1/O2v2,O2afg,Typeable,O2afg,O2afg (O1/O2v2)
ERR6349922,SPINZ,Eastern Africa,Zambia,60,SZ1,2016,0,179068,864,5755214,1,ST307,KL102,Capsule null,Typeable,O1/O2v2,O2afg,Typeable,O2afg,O2afg (O1/O2v2)
ERR6349926,SPINZ,Eastern Africa,Zambia,60,SZ1,2016,1,214814,238,5635567,1,ST307,KL102,Capsule null,Typeable,O1/O2v2,O2afg,Typeable,O2afg,O2afg (O1/O2v2)
ERR6350141,SPINZ,Eastern Africa,Zambia,60,SZ1,2016,1,214782,574,5703620,1,ST307,KL102,Capsule null,Typeable,O1/O2v2,O2afg,Typeable,O2afg,O2afg (O1/O2v2)
ERR6350156,SPINZ,Eastern Africa,Zambia,60,SZ1,2016,1,243869,435,5676002,1,ST307,KL102,Capsule null,Typeable,O1/O2v2,O2afg,Typeable,O2afg,O2afg (O1/O2v2)
ERR6350203,SPINZ,Eastern Africa,Zambia,60,SZ1,2016,0,214657,396,5661442,1,ST307,KL102,Capsule null,Typeable,O1/O2v2,O2afg,Typeable,O2afg,O2afg (O1/O2v2)
ERR6350204,SPINZ,Eastern Africa,Zambia,60,SZ1,2016,0,182725,236,5628410,1,ST307,KL102,Capsule null,Typeable,O1/O2v2,O2afg,Typeable,O2afg,O2afg (O1/O2v2)
ERR6350217,SPINZ,Eastern Africa,Zambia,60,SZ1,2016,1,207191,269,5635547,1,ST307,KL102,Capsule null,Typeable,O1/O2v2,O2afg,Typeable,O2afg,O2afg (O1/O2v2)
ERR6350218,SPINZ,Eastern Africa,Zambia,60,SZ1,2016,NA,195009,454,5653103,1,ST307,KL102,Capsule null,Typeable,O1/O2v2,O2afg,Typeable,O2afg,O2afg (O1/O2v2)
ERR6350782,SPINZ,Eastern Africa,Zambia,60,SZ1,2016,0,267592,247,5640151,1,ST307,KL102,Capsule null,Typeable,O1/O2v2,O2afg,Typeable,O2afg,O2afg (O1/O2v2)
ERR6350781,SPINZ,Eastern Africa,Zambia,60,SZ1,2016,0,216147,242,5629872,1,ST307,KL102,Capsule null,Typeable,O1/O2v2,O2afg,Typeable,O2afg,O2afg (O1/O2v2)
ERR6350793,SPINZ,Eastern Africa,Zambia,60,SZ1,2016,0,210730,829,5807491,1,ST307,KL102,Capsule null,Typeable,O1/O2v2,O2afg,Typeable,O2afg,O2afg (O1/O2v2)
ERR6350805,SPINZ,Eastern Africa,Zambia,60,SZ1,2016,1,215853,309,5640235,1,ST307,KL102,Capsule null,Typeable,O1/O2v2,O2afg,Typeable,O2afg,O2afg (O1/O2v2)
ERR6350813,SPINZ,Eastern Africa,Zambia,60,SZ1,2016,0,243827,243,5641234,1,ST307,KL102,Capsule null,Typeable,O1/O2v2,O2afg,Typeable,O2afg,O2afg (O1/O2v2)
ERR6350820,SPINZ,Eastern Africa,Zambia,60,SZ1,2016,1,204003,228,5634825,1,ST307,KL102,Capsule null,Typeable,O1/O2v2,O2afg,Typeable,O2afg,O2afg (O1/O2v2)
ERR6350852,SPINZ,Eastern Africa,Zambia,60,SZ1,2016,0,184371,290,5641968,1,ST307,KL102,Capsule null,Typeable,O1/O2v2,O2afg,Typeable,O2afg,O2afg (O1/O2v2)
ERR6350868,SPINZ,Eastern Africa,Zambia,60,SZ1,2016,0,200656,245,5629575,1,ST307,KL102,Capsule null,Typeable,O1/O2v2,O2afg,Typeable,O2afg,O2afg (O1/O2v2)
ERR6350879,SPINZ,Eastern Africa,Zambia,60,SZ1,2016,0,269256,325,5645175,1,ST307,KL102,Capsule null,Typeable,O1/O2v2,O2afg,Typeable,O2afg,O2afg (O1/O2v2)
ERR6350884,SPINZ,Eastern Africa,Zambia,60,SZ1,2016,0,200662,231,5628374,1,ST307,KL102,unknown (KL102),Typeable,O1/O2v2,O2afg,Typeable,O2afg,O2afg (O1/O2v2)
ERR6350885,SPINZ,Eastern Africa,Zambia,60,SZ1,2016,1,184371,204,5633317,1,ST307,KL102,Capsule null,Typeable,O1/O2v2,O2afg,Typeable,O2afg,O2afg (O1/O2v2)
ERR6350912,SPINZ,Eastern Africa,Zambia,60,SZ1,2016,0,267553,257,5631519,1,ST307,KL102,Capsule null,Typeable,O1/O2v2,O2afg,Typeable,O2afg,O2afg (O1/O2v2)
ERR6350923,SPINZ,Eastern Africa,Zambia,60,SZ1,2016,0,269252,276,5636063,1,ST307,KL102,Capsule null,Typeable,O1/O2v2,O2afg,Typeable,O2afg,O2afg (O1/O2v2)
ERR6350924,SPINZ,Eastern Africa,Zambia,60,SZ1,2016,1,178097,321,5649442,1,ST307,KL102,Capsule null,Typeable,O1/O2v2,O2afg,Typeable,O2afg,O2afg (O1/O2v2)
ERR6350928,SPINZ,Eastern Africa,Zambia,60,SZ1,2016,0,203990,238,5631801,1,ST307,KL102,Capsule null,Typeable,O1/O2v2,O2afg,Typeable,O2afg,O2afg (O1/O2v2)
ERR6351006,SPINZ,Eastern Africa,Zambia,60,SZ1,2016,1,224125,270,5633049,1,ST307,KL102,Capsule null,Typeable,O1/O2v2,O2afg,Typeable,O2afg,O2afg (O1/O2v2)
ERR6351007,SPINZ,Eastern Africa,Zambia,60,SZ1,2016,0,204003,275,5643358,1,ST307,KL102,Capsule null,Typeable,O1/O2v2,O2afg,Typeable,O2afg,O2afg (O1/O2v2)
ERR6351020,SPINZ,Eastern Africa,Zambia,60,SZ1,2016,0,267592,327,5662996,1,ST307,KL102,Capsule null,Typeable,O1/O2v2,O2afg,Typeable,O2afg,O2afg (O1/O2v2)
ERR6351021,SPINZ,Eastern Africa,Zambia,60,SZ1,2016,1,216539,329,5647793,1,ST307,KL102,Capsule null,Typeable,O1/O2v2,O2afg,Typeable,O2afg,O2afg (O1/O2v2)
ERR6350196,SPINZ,Eastern Africa,Zambia,60,SZ1,2016,0,188015,237,5633787,1,ST307,KL102,Capsule null,Typeable,O1/O2v2,O2afg,Typeable,O2afg,O2afg (O1/O2v2)
ERR6350760,SPINZ,Eastern Africa,Zambia,60,SZ1,2016,0,207206,211,5628392,1,ST307,KL102,Capsule null,Typeable,O1/O2v2,O2afg,Typeable,O2afg,O2afg (O1/O2v2)
ERR6350787,SPINZ,Eastern Africa,Zambia,60,SZ1,2016,1,215108,252,5629778,1,ST307,KL102,Capsule null,Typeable,O1/O2v2,O2afg,Typeable,O2afg,O2afg (O1/O2v2)
ERR6350799,SPINZ,Eastern Africa,Zambia,60,SZ1,2016,0,204003,270,5628224,1,ST307,KL102,Capsule null,Typeable,O1/O2v2,O2afg,Typeable,O2afg,O2afg (O1/O2v2)
ERR6350865,SPINZ,Eastern Africa,Zambia,60,SZ1,2016,1,177107,276,5626397,1,ST307,KL102,Capsule null,Typeable,O1/O2v2,O2afg,Typeable,O2afg,O2afg (O1/O2v2)
ERR6350907,SPINZ,Eastern Africa,Zambia,60,SZ1,2016,0,214813,235,5629211,1,ST307,KL102,Capsule null,Typeable,O1/O2v2,O2afg,Typeable,O2afg,O2afg (O1/O2v2)
ERR6350918,SPINZ,Eastern Africa,Zambia,60,SZ1,2016,0,269255,200,5628046,1,ST307,KL102,Capsule null,Typeable,O1/O2v2,O2afg,Typeable,O2afg,O2afg (O1/O2v2)
ERR6351012,SPINZ,Eastern Africa,Zambia,60,SZ1,2016,0,239327,214,5627497,1,ST307,KL102,Capsule null,Typeable,O1/O2v2,O2afg,Typeable,O2afg,O2afg (O1/O2v2)
ERR6351026,SPINZ,Eastern Africa,Zambia,60,SZ1,2016,1,200571,213,5629391,1,ST307,KL102,Capsule null,Typeable,O1/O2v2,O2afg,Typeable,O2afg,O2afg (O1/O2v2)
ERR6349923,SPINZ,Eastern Africa,Zambia,60,SZ1,2015,NA,214813,245,5633535,1,ST307,KL102,Capsule null,Typeable,O1/O2v2,O2afg,Typeable,O2afg,O2afg (O1/O2v2)
ERR6349924,SPINZ,Eastern Africa,Zambia,60,SZ1,2015,0,210730,249,5636287,1,ST307,KL102,Capsule null,Typeable,O1/O2v2,O2afg,Typeable,O2afg,O2afg (O1/O2v2)
ERR6349925,SPINZ,Eastern Africa,Zambia,60,SZ1,2015,1,224355,268,5640967,1,ST307,KL102,Capsule null,Typeable,O1/O2v2,O2afg,Typeable,O2afg,O2afg (O1/O2v2)
ERR6350143,SPINZ,Eastern Africa,Zambia,60,SZ1,2015,1,269255,223,5634832,1,ST307,KL102,Capsule null,Typeable,O1/O2v2,O2afg,Typeable,O2afg,O2afg (O1/O2v2)
ERR6350195,SPINZ,Eastern Africa,Zambia,60,SZ1,2015,0,214782,256,5641104,1,ST307,KL102,Capsule null,Typeable,O1/O2v2,O2afg,Typeable,O2afg,O2afg (O1/O2v2)
ERR6350770,SPINZ,Eastern Africa,Zambia,60,SZ1,2015,1,190581,251,5633968,1,ST307,KL102,Capsule null,Typeable,O1/O2v2,O2afg,Typeable,O2afg,O2afg (O1/O2v2)
ERR6350783,SPINZ,Eastern Africa,Zambia,60,SZ1,2015,0,204003,358,5659134,1,ST307,KL102,Capsule null,Typeable,O1/O2v2,O2afg,Typeable,O2afg,O2afg (O1/O2v2)
ERR6350786,SPINZ,Eastern Africa,Zambia,60,SZ1,2015,0,184506,235,5636204,1,ST307,KL102,Capsule null,Typeable,O1/O2v2,O2afg,Typeable,O2afg,O2afg (O1/O2v2)
ERR6350795,SPINZ,Eastern Africa,Zambia,60,SZ1,2015,1,243827,271,5635640,1,ST307,KL102,Capsule null,Typeable,O1/O2v2,O2afg,Typeable,O2afg,O2afg (O1/O2v2)
ERR6350802,SPINZ,Eastern Africa,Zambia,60,SZ1,2015,0,243827,256,5630053,1,ST307,KL102,Capsule null,Typeable,O1/O2v2,O2afg,Typeable,O2afg,O2afg (O1/O2v2)
ERR6350806,SPINZ,Eastern Africa,Zambia,60,SZ1,2015,0,215765,279,5633881,1,ST307,KL102,Capsule null,Typeable,O1/O2v2,O2afg,Typeable,O2afg,O2afg (O1/O2v2)
ERR6350807,SPINZ,Eastern Africa,Zambia,60,SZ1,2015,0,214813,329,5655847,1,ST307,KL102,Capsule null,Typeable,O1/O2v2,O2afg,Typeable,O2afg,O2afg (O1/O2v2)
ERR6350816,SPINZ,Eastern Africa,Zambia,60,SZ1,2015,1,210730,353,5664359,1,ST307,KL102,Capsule null,Typeable,O1/O2v2,O2afg,Typeable,O2afg,O2afg (O1/O2v2)
ERR6350829,SPINZ,Eastern Africa,Zambia,60,SZ1,2015,0,179068,252,5634006,1,ST307,KL102,Capsule null,Typeable,O1/O2v2,O2afg,Typeable,O2afg,O2afg (O1/O2v2)
ERR6350835,SPINZ,Eastern Africa,Zambia,60,SZ1,2015,0,204084,700,5749137,1,ST307,KL102,Capsule null,Typeable,O1/O2v2,O2afg,Typeable,O2afg,O2afg (O1/O2v2)
ERR6350842,SPINZ,Eastern Africa,Zambia,60,SZ1,2015,0,224433,217,5630850,1,ST307,KL102,Capsule null,Typeable,O1/O2v2,O2afg,Typeable,O2afg,O2afg (O1/O2v2)
ERR6350843,SPINZ,Eastern Africa,Zambia,60,SZ1,2015,0,267592,421,5680825,1,ST307,KL102,Capsule null,Typeable,O1/O2v2,O2afg,Typeable,O2afg,O2afg (O1/O2v2)
ERR6350849,SPINZ,Eastern Africa,Zambia,60,SZ1,2015,NA,224689,228,5635347,1,ST307,KL102,Capsule null,Typeable,O1/O2v2,O2afg,Typeable,O2afg,O2afg (O1/O2v2)
ERR6350853,SPINZ,Eastern Africa,Zambia,60,SZ1,2015,0,204003,237,5631030,1,ST307,KL102,Capsule null,Typeable,O1/O2v2,O2afg,Typeable,O2afg,O2afg (O1/O2v2)
ERR6350869,SPINZ,Eastern Africa,Zambia,60,SZ1,2015,0,243827,210,5634815,1,ST307,KL102,Capsule null,Typeable,O1/O2v2,O2afg,Typeable,O2afg,O2afg (O1/O2v2)
ERR6350870,SPINZ,Eastern Africa,Zambia,60,SZ1,2015,0,225857,244,5641543,1,ST307,KL102,Capsule null,Typeable,O1/O2v2,O2afg,Typeable,O2afg,O2afg (O1/O2v2)
ERR6350875,SPINZ,Eastern Africa,Zambia,60,SZ1,2015,NA,203990,228,5631782,1,ST307,KL102,Capsule null,Typeable,O1/O2v2,O2afg,Typeable,O2afg,O2afg (O1/O2v2)
ERR6350876,SPINZ,Eastern Africa,Zambia,60,SZ1,2015,0,210729,253,5634368,1,ST307,KL102,Capsule null,Typeable,O1/O2v2,O2afg,Typeable,O2afg,O2afg (O1/O2v2)
ERR6350881,SPINZ,Eastern Africa,Zambia,60,SZ1,2015,0,267553,247,5632687,1,ST307,KL102,Capsule null,Typeable,O1/O2v2,O2afg,Typeable,O2afg,O2afg (O1/O2v2)
ERR6350882,SPINZ,Eastern Africa,Zambia,60,SZ1,2015,1,203990,264,5632713,1,ST307,KL102,Capsule null,Typeable,O1/O2v2,O2afg,Typeable,O2afg,O2afg (O1/O2v2)
ERR6350891,SPINZ,Eastern Africa,Zambia,60,SZ1,2015,1,224691,286,5642388,1,ST307,KL102,Capsule null,Typeable,O1/O2v2,O2afg,Typeable,O2afg,O2afg (O1/O2v2)
ERR6350893,SPINZ,Eastern Africa,Zambia,60,SZ1,2015,1,239327,241,5636217,1,ST307,KL102,Capsule null,Typeable,O1/O2v2,O2afg,Typeable,O2afg,O2afg (O1/O2v2)
ERR6350903,SPINZ,Eastern Africa,Zambia,60,SZ1,2015,0,214814,254,5635419,1,ST307,KL102,Capsule null,Typeable,O1/O2v2,O2afg,Typeable,O2afg,O2afg (O1/O2v2)
ERR6350914,SPINZ,Eastern Africa,Zambia,60,SZ1,2015,0,269253,254,5631539,1,ST307,KL102,Capsule null,Typeable,O1/O2v2,O2afg,Typeable,O2afg,O2afg (O1/O2v2)
ERR6350915,SPINZ,Eastern Africa,Zambia,60,SZ1,2015,0,214813,264,5632089,1,ST307,KL102,Capsule null,Typeable,O1/O2v2,O2afg,Typeable,O2afg,O2afg (O1/O2v2)
ERR6350925,SPINZ,Eastern Africa,Zambia,60,SZ1,2015,0,204003,241,5631279,1,ST307,KL102,Capsule null,Typeable,O1/O2v2,O2afg,Typeable,O2afg,O2afg (O1/O2v2)
ERR6350926,SPINZ,Eastern Africa,Zambia,60,SZ1,2015,1,224132,217,5633163,1,ST307,KL102,Capsule null,Typeable,O1/O2v2,O2afg,Typeable,O2afg,O2afg (O1/O2v2)
ERR6350934,SPINZ,Eastern Africa,Zambia,60,SZ1,2015,0,179137,298,5637822,1,ST307,KL102,Capsule null,Typeable,O1/O2v2,O2afg,Typeable,O2afg,O2afg (O1/O2v2)
ERR6350935,SPINZ,Eastern Africa,Zambia,60,SZ1,2015,1,243970,223,5631600,1,ST307,KL102,Capsule null,Typeable,O1/O2v2,O2afg,Typeable,O2afg,O2afg (O1/O2v2)
ERR6350936,SPINZ,Eastern Africa,Zambia,60,SZ1,2015,0,200081,277,5645743,1,ST307,KL102,Capsule null,Typeable,O1/O2v2,O2afg,Typeable,O2afg,O2afg (O1/O2v2)
ERR6351009,SPINZ,Eastern Africa,Zambia,60,SZ1,2015,0,204003,222,5633367,1,ST307,KL102,Capsule null,Typeable,O1/O2v2,O2afg,Typeable,O2afg,O2afg (O1/O2v2)
ERR6351023,SPINZ,Eastern Africa,Zambia,60,SZ1,2015,0,269255,218,5629629,1,ST307,KL102,Capsule null,Typeable,O1/O2v2,O2afg,Typeable,O2afg,O2afg (O1/O2v2)
ERR6351022,SPINZ,Eastern Africa,Zambia,60,SZ1,2015,0,267903,338,5658349,1,ST307,KL102,Capsule null,Typeable,O1/O2v2,O2afg,Typeable,O2afg,O2afg (O1/O2v2)
PID-0821-249-ZN0225,SPINZ,Eastern Africa,Zambia,60,SZ1,2015,0,177630,354,5646954,1,ST307,KL102,Capsule null,Typeable,O1/O2v2,O2afg,Typeable,O2afg,O2afg (O1/O2v2)
PID-0821-241-ZN0231,SPINZ,Eastern Africa,Zambia,60,SZ1,2015,0,100889,509,5652110,1,ST307,KL102,Capsule null,Typeable,O1/O2v2,O2afg,Typeable,O2afg,O2afg (O1/O2v2)
