Genome Name	Study	Region	Country	Cluster	neonatal	Year	N50	contig_count	total_size	resistance_score	K_locus	K_type	K_locus_confidence	O_locus	O_type	O_locus_confidence	species	ST	Mortality	O_genotype	Site	O_locus_variant	Cluster7	Cluster14	Cluster56	Cluster365	Cluster1SNP	Cluster2SNP	Cluster3SNP	Cluster5SNP	Cluster10SNP	Cluster15SNP	Cluster20SNP	Cluster25SNP	Cluster50SNP	BioSample
ERR6350818	SPINZ	Eastern Africa	Zambia	SZ1	neonate	2015	215107	237	5630114	1	KL102	Capsule null	Typeable	O1/O2v2	O2afg	Typeable	Klebsiella pneumoniae	ST307	0	O2β	60	O2afg (O1/O2v2)	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SAMEA9449496
ERR6350831	SPINZ	Eastern Africa	Zambia	SZ1	neonate	2015	243827	244	5635575	1	KL102	Capsule null	Typeable	O1/O2v2	O2afg	Typeable	Klebsiella pneumoniae	ST307	NA	O2β	60	O2afg (O1/O2v2)	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SAMEA9449508
ERR6350830	SPINZ	Eastern Africa	Zambia	SZ1	neonate	2015	145350	552	5707847	1	KL102	Capsule null	Typeable	O1/O2v2	O2afg	Typeable	Klebsiella pneumoniae	ST307	0	O2β	60	O2afg (O1/O2v2)	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SAMEA9449507
ERR6350844	SPINZ	Eastern Africa	Zambia	SZ1	neonate	2015	200081	326	5658788	1	KL102	Capsule null	Typeable	O1/O2v2	O2afg	Typeable	Klebsiella pneumoniae	ST307	0	O2β	60	O2afg (O1/O2v2)	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SAMEA9449521
ERR6350862	SPINZ	Eastern Africa	Zambia	SZ1	neonate	2015	267747	407	5674676	1	KL102	Capsule null	Typeable	O1/O2v2	O2afg	Typeable	Klebsiella pneumoniae	ST307	1	O2β	60	O2afg (O1/O2v2)	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SAMEA9449539
ERR6350863	SPINZ	Eastern Africa	Zambia	SZ1	neonate	2015	267592	262	5642479	1	KL102	Capsule null	Typeable	O1/O2v2	O2afg	Typeable	Klebsiella pneumoniae	ST307	1	O2β	60	O2afg (O1/O2v2)	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SAMEA9449540
ERR6350864	SPINZ	Eastern Africa	Zambia	SZ1	neonate	2015	243827	282	5653413	1	KL102	Capsule null	Typeable	O1/O2v2	O2afg	Typeable	Klebsiella pneumoniae	ST307	1	O2β	60	O2afg (O1/O2v2)	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SAMEA9449541
ERR6350871	SPINZ	Eastern Africa	Zambia	SZ1	neonate	2015	184009	245	5633994	1	KL102	Capsule null	Typeable	O1/O2v2	O2afg	Typeable	Klebsiella pneumoniae	ST307	0	O2β	60	O2afg (O1/O2v2)	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SAMEA9449548
ERR6350872	SPINZ	Eastern Africa	Zambia	SZ1	neonate	2015	214813	245	5636186	1	KL102	Capsule null	Typeable	O1/O2v2	O2afg	Typeable	Klebsiella pneumoniae	ST307	0	O2β	60	O2afg (O1/O2v2)	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SAMEA9449549
ERR6350894	SPINZ	Eastern Africa	Zambia	SZ1	neonate	2015	210730	289	5641622	1	KL102	Capsule null	Typeable	O1/O2v2	O2afg	Typeable	Klebsiella pneumoniae	ST307	0	O2β	60	O2afg (O1/O2v2)	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SAMEA9449571
ERR6350905	SPINZ	Eastern Africa	Zambia	SZ1	neonate	2015	243826	374	5659129	1	KL102	Capsule null	Typeable	O1/O2v2	O2afg	Typeable	Klebsiella pneumoniae	ST307	0	O2β	60	O2afg (O1/O2v2)	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SAMEA9449581
ERR6350906	SPINZ	Eastern Africa	Zambia	SZ1	neonate	2015	204081	254	5622332	0	KL102	Capsule null	Typeable	O1/O2v2	O2afg	Typeable	Klebsiella pneumoniae	ST307	NA	O2β	60	O2afg (O1/O2v2)	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SAMEA9449582
ERR6350916	SPINZ	Eastern Africa	Zambia	SZ1	neonate	2015	267611	351	5664091	1	KL102	Capsule null	Typeable	O1/O2v2	O2afg	Typeable	Klebsiella pneumoniae	ST307	1	O2β	60	O2afg (O1/O2v2)	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SAMEA9449592
ERR6350917	SPINZ	Eastern Africa	Zambia	SZ1	neonate	2015	269255	209	5632130	1	KL102	Capsule null	Typeable	O1/O2v2	O2afg	Typeable	Klebsiella pneumoniae	ST307	0	O2β	60	O2afg (O1/O2v2)	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SAMEA9449593
ERR6351001	SPINZ	Eastern Africa	Zambia	SZ1	neonate	2015	269255	216	5629034	1	KL102	Capsule null	Typeable	O1/O2v2	O2afg	Typeable	Klebsiella pneumoniae	ST307	0	O2β	60	O2afg (O1/O2v2)	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SAMEA9449613
ERR6351010	SPINZ	Eastern Africa	Zambia	SZ1	neonate	2015	204003	328	5656688	1	KL102	Capsule null	Typeable	O1/O2v2	O2afg	Typeable	Klebsiella pneumoniae	ST307	0	O2β	60	O2afg (O1/O2v2)	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SAMEA9449622
ERR6351011	SPINZ	Eastern Africa	Zambia	SZ1	neonate	2015	179068	265	5635795	1	KL102	Capsule null	Typeable	O1/O2v2	O2afg	Typeable	Klebsiella pneumoniae	ST307	1	O2β	60	O2afg (O1/O2v2)	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SAMEA9449623
ERR6351024	SPINZ	Eastern Africa	Zambia	SZ1	neonate	2015	215765	331	5654614	1	KL102	Capsule null	Typeable	O1/O2v2	O2afg	Typeable	Klebsiella pneumoniae	ST307	NA	O2β	60	O2afg (O1/O2v2)	SZ1	SZ1	SZ1	SZ1	SZ65	SZ51	SZ39	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SAMEA9449635
PID-0821-449-ZN0404	SPINZ	Eastern Africa	Zambia	SZ1	neonate	2015	177191	715	5719776	1	KL102	Capsule null	Typeable	O1/O2v2	O2afg	Typeable	Klebsiella pneumoniae	ST307	0	O2β	60	O2afg (O1/O2v2)	SZ1	SZ1	SZ1	SZ1	SZ92	SZ72	SZ53	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SAMEA118602963
ERR6350133	SPINZ	Eastern Africa	Zambia	SZ1	neonate	2016	210730	212	5632019	1	KL102	Capsule null	Typeable	O1/O2v2	O2afg	Typeable	Klebsiella pneumoniae	ST307	NA	O2β	60	O2afg (O1/O2v2)	SZ11	SZ4	SZ1	SZ1	SZ12	SZ10	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SAMEA9449381
ERR6349927	SPINZ	Eastern Africa	Zambia	SZ4	neonate	2016	254752	215	5797737	1	KL151	unknown (KL151)	Typeable	O4	O4	Typeable	Klebsiella pneumoniae	ST405	0	O4	60	O4	SZ5	SZ5	SZ4	SZ3	SZ6	SZ4	SZ4	SZ4	SZ4	SZ3	SZ3	SZ3	SZ2	SAMEA9449367
ERR6349931	SPINZ	Eastern Africa	Zambia	SZ1	neonate	2016	148149	314	5634509	1	KL102	Capsule null	Typeable	O1/O2v2	O2afg	Typeable	Klebsiella pneumoniae	ST307	NA	O2β	60	O2afg (O1/O2v2)	SZ6	SZ6	SZ1	SZ1	SZ7	SZ5	SZ5	SZ5	SZ1	SZ1	SZ1	SZ1	SZ1	SAMEA9449371
ERR6349934	SPINZ	Eastern Africa	Zambia	SZ6	neonate	2016	34813	969	5685983	1	KL102	Capsule null	Typeable	O1/O2v2	O2afg	Typeable	Klebsiella pneumoniae	ST307	0	O2β	60	O2afg (O1/O2v2)	SZ8	SZ8	SZ6	SZ5	SZ9	SZ7	SZ7	SZ7	SZ6	SZ5	SZ5	SZ5	SZ4	SAMEA9449373
ERR6350131	SPINZ	Eastern Africa	Zambia	SZ8	neonate	2016	192608	232	5546645	1	KL17	K17	Typeable	O1/O2v1	O1ab	Typeable	Klebsiella pneumoniae	ST101	0	O1⍺β,2⍺	60	O1 (O1/O2v1)	SZ10	SZ10	SZ8	SZ7	SZ11	SZ9	SZ9	SZ9	SZ8	SZ7	SZ7	SZ7	SZ6	SAMEA9449379
ERR6351016	SPINZ	Eastern Africa	Zambia	SZ1	neonate	2015	179068	274	5632239	1	KL102	Capsule null	Typeable	O1/O2v2	O2afg	Typeable	Klebsiella pneumoniae	ST307	NA	O2β	60	O2afg (O1/O2v2)	SZ39	SZ1	SZ1	SZ1	SZ63	SZ49	SZ37	SZ29	SZ1	SZ1	SZ1	SZ1	SZ1	SAMEA9449628
ERR6350910	SPINZ	Eastern Africa	Zambia	SZ3	neonate	2016	430694	725	5510939	1	KL23	K23	Typeable	O1/O2v2	O2afg	Typeable	Klebsiella pneumoniae	ST2004	0	O2β	60	O2afg (O1/O2v2)	SZ12	SZ3	SZ3	SZ1	SZ4	SZ3	SZ3	SZ3	SZ3	SZ2	SZ2	SZ2	SZ1	SAMEA9449586
ERR6350140	SPINZ	Eastern Africa	Zambia	SZ9	neonate	2016	296100	175	5524839	1	KL39	K39	Typeable	O1/O2v2	O1ab	Typeable	Klebsiella pneumoniae	ST985	0	O1⍺β,2β	60	O1 (O1/O2v2)	SZ13	SZ11	SZ9	SZ8	SZ15	SZ11	SZ10	SZ10	SZ9	SZ8	SZ8	SZ8	SZ7	SAMEA9449393
ERR6350155	SPINZ	Eastern Africa	Zambia	SZ9	neonate	2016	346602	480	5632208	1	KL39	K39	Typeable	O1/O2v2	O1ab	Typeable	Klebsiella pneumoniae	ST985	1	O1⍺β,2β	60	O1 (O1/O2v2)	SZ13	SZ11	SZ9	SZ8	SZ18	SZ14	SZ12	SZ12	SZ9	SZ8	SZ8	SZ8	SZ7	SAMEA9449408
ERR6350208	SPINZ	Eastern Africa	Zambia	SZ9	neonate	2016	250606	171	5524806	1	KL39	K39	Typeable	O1/O2v2	O1ab	Typeable	Klebsiella pneumoniae	ST985	1	O1⍺β,2β	60	O1 (O1/O2v2)	SZ13	SZ11	SZ9	SZ8	SZ15	SZ11	SZ10	SZ10	SZ9	SZ8	SZ8	SZ8	SZ7	SAMEA9449425
ERR6350932	SPINZ	Eastern Africa	Zambia	SZ9	neonate	2016	296452	164	5524146	1	KL39	K39	Typeable	O1/O2v2	O1ab	Typeable	Klebsiella pneumoniae	ST985	1	O1⍺β,2β	60	O1 (O1/O2v2)	SZ13	SZ11	SZ9	SZ8	SZ15	SZ11	SZ10	SZ10	SZ9	SZ8	SZ8	SZ8	SZ7	SAMEA9449607
ERR6350142	SPINZ	Eastern Africa	Zambia	SZ10	neonate	2015	131129	382	5648571	1	KL102	Capsule null	Typeable	O1/O2v2	O2afg	Typeable	Klebsiella pneumoniae	ST307	1	O2β	60	O2afg (O1/O2v2)	SZ14	SZ12	SZ10	SZ9	SZ16	SZ12	SZ11	SZ11	SZ10	SZ1	SZ1	SZ1	SZ1	SAMEA9449395
ERR6350833	SPINZ	Eastern Africa	Zambia	SZ1	neonate	2016	203990	233	5631808	1	KL102	Capsule null	Typeable	O1/O2v2	O2afg	Typeable	Klebsiella pneumoniae	ST307	1	O2β	60	O2afg (O1/O2v2)	SZ15	SZ4	SZ1	SZ1	SZ5	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SAMEA9449510
ERR6350846	SPINZ	Eastern Africa	Zambia	SZ1	neonate	2016	215853	260	5629911	1	KL102	Capsule null	Typeable	O1/O2v2	O2afg	Typeable	Klebsiella pneumoniae	ST307	0	O2β	60	O2afg (O1/O2v2)	SZ15	SZ4	SZ1	SZ1	SZ5	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SAMEA9449523
ERR6350857	SPINZ	Eastern Africa	Zambia	SZ1	neonate	2016	239327	243	5633067	1	KL102	Capsule null	Typeable	O1/O2v2	O2afg	Typeable	Klebsiella pneumoniae	ST307	0	O2β	60	O2afg (O1/O2v2)	SZ15	SZ4	SZ1	SZ1	SZ45	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SAMEA9449534
ERR6350873	SPINZ	Eastern Africa	Zambia	SZ1	neonate	2016	224695	262	5631951	1	KL102	Capsule null	Typeable	O1/O2v2	O2afg	Typeable	Klebsiella pneumoniae	ST307	NA	O2β	60	O2afg (O1/O2v2)	SZ15	SZ4	SZ1	SZ1	SZ5	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SAMEA9449550
ERR6350886	SPINZ	Eastern Africa	Zambia	SZ1	neonate	2016	214813	247	5637819	1	KL102	Capsule null	Typeable	O1/O2v2	O2afg	Typeable	Klebsiella pneumoniae	ST307	NA	O2β	60	O2afg (O1/O2v2)	SZ15	SZ4	SZ1	SZ1	SZ5	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SAMEA9449563
ERR6350908	SPINZ	Eastern Africa	Zambia	SZ1	neonate	2016	269255	211	5628564	1	KL102	Capsule null	Typeable	O1/O2v2	O2afg	Typeable	Klebsiella pneumoniae	ST307	1	O2β	60	O2afg (O1/O2v2)	SZ15	SZ4	SZ1	SZ1	SZ5	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SAMEA9449584
ERR6350919	SPINZ	Eastern Africa	Zambia	SZ1	neonate	2016	243827	214	5631711	1	KL102	Capsule null	Typeable	O1/O2v2	O2afg	Typeable	Klebsiella pneumoniae	ST307	0	O2β	60	O2afg (O1/O2v2)	SZ15	SZ4	SZ1	SZ1	SZ5	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SAMEA9449595
ERR6351027	SPINZ	Eastern Africa	Zambia	SZ1	neonate	2016	267592	257	5641976	1	KL102	Capsule null	Typeable	O1/O2v2	O2afg	Typeable	Klebsiella pneumoniae	ST307	0	O2β	60	O2afg (O1/O2v2)	SZ15	SZ4	SZ1	SZ1	SZ5	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SAMEA9449638
PID-0821-1406-ZN1179	SPINZ	Eastern Africa	Zambia	SZ1	neonate	2016	176009	913	5951581	1	KL102	Capsule null	Typeable	O1/O2v2	O2afg	Typeable	Klebsiella pneumoniae	ST307	1	O2β	60	O2afg (O1/O2v2)	SZ15	SZ4	SZ1	SZ1	SZ5	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SAMEA118602836
PID-0821-1473-ZN1242	SPINZ	Eastern Africa	Zambia	SZ1	neonate	2016	185257	558	5681343	1	KL102	Capsule null	Typeable	O1/O2v2	O2afg	Typeable	Klebsiella pneumoniae	ST307	0	O2β	60	O2afg (O1/O2v2)	SZ15	SZ4	SZ1	SZ1	SZ67	SZ53	SZ41	SZ30	SZ1	SZ1	SZ1	SZ1	SZ1	SAMEA118602838
ERR6350205	SPINZ	Eastern Africa	Zambia	SZ1	neonate	2015	168758	300	5639293	1	KL102	Capsule null	Typeable	O1/O2v2	O2afg	Typeable	Klebsiella pneumoniae	ST307	NA	O2β	60	O2afg (O1/O2v2)	SZ1	SZ1	SZ1	SZ1	SZ22	SZ16	SZ13	SZ13	SZ1	SZ1	SZ1	SZ1	SZ1	SAMEA9449422
ERR6350206	SPINZ	Eastern Africa	Zambia	SZ11	neonate	2015	214621	290	5626714	1	KL17	K17	Typeable	O1/O2v1	O1ab	Typeable	Klebsiella pneumoniae	ST101	0	O1⍺β,2⍺	60	O1 (O1/O2v1)	SZ16	SZ13	SZ11	SZ10	SZ23	SZ17	SZ14	SZ14	SZ11	SZ9	SZ9	SZ9	SZ8	SAMEA9449424
ERR6350215	SPINZ	Eastern Africa	Zambia	SZ3	neonate	2016	431611	875	5562837	1	KL23	K23	Typeable	O1/O2v2	O2afg	Typeable	Klebsiella pneumoniae	ST2004	NA	O2β	60	O2afg (O1/O2v2)	SZ12	SZ3	SZ3	SZ1	SZ4	SZ3	SZ3	SZ3	SZ3	SZ2	SZ2	SZ2	SZ1	SAMEA9449431
ERR6350214	SPINZ	Eastern Africa	Zambia	SZ1	neonate	2015	204003	786	5776624	1	KL102	Capsule null	Typeable	O1/O2v2	O2afg	Typeable	Klebsiella pneumoniae	ST307	NA	O2β	60	O2afg (O1/O2v2)	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SAMEA9449430
ERR6350797	SPINZ	Eastern Africa	Zambia	SZ1	neonate	2016	182727	257	5629588	1	KL102	unknown (KL102)	Typeable	O1/O2v2	O2afg	Typeable	Klebsiella pneumoniae	ST307	NA	O2β	60	O2afg (O1/O2v2)	SZ4	SZ4	SZ1	SZ1	SZ39	SZ29	SZ23	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SAMEA9449475
ERR6350761	SPINZ	Eastern Africa	Zambia	SZ12	neonate	2016	256672	476	5690974	1	KL17	K17	Typeable	O1/O2v1	O1ab	Typeable	Klebsiella pneumoniae	ST101	0	O1⍺β,2⍺	60	O1 (O1/O2v1)	SZ17	SZ14	SZ12	SZ11	SZ27	SZ19	SZ15	SZ15	SZ12	SZ10	SZ10	SZ10	SZ9	SAMEA9449439
ERR6350762	SPINZ	Eastern Africa	Zambia	SZ13	neonate	2015	269471	365	5655045	1	KL17	K17	Typeable	O1/O2v1	O1ab	Typeable	Klebsiella pneumoniae	ST101	NA	O1⍺β,2⍺	60	O1 (O1/O2v1)	SZ18	SZ15	SZ13	SZ11	SZ28	SZ20	SZ16	SZ16	SZ13	SZ11	SZ11	SZ11	SZ10	SAMEA9449440
ERR6350777	SPINZ	Eastern Africa	Zambia	SZ13	neonate	2015	269471	408	5667900	1	KL17	K17	Typeable	O1/O2v1	O1ab	Typeable	Klebsiella pneumoniae	ST101	NA	O1⍺β,2⍺	60	O1 (O1/O2v1)	SZ18	SZ15	SZ13	SZ11	SZ34	SZ20	SZ16	SZ16	SZ13	SZ11	SZ11	SZ11	SZ10	SAMEA9449454
ERR6350768	SPINZ	Eastern Africa	Zambia	SZ1	neonate	2016	267553	297	5644893	1	KL102	Capsule null	Typeable	O1/O2v2	O2afg	Typeable	Klebsiella pneumoniae	ST307	0	O2β	60	O2afg (O1/O2v2)	SZ4	SZ4	SZ1	SZ1	SZERR6350768	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SAMEA9449446
ERR6350767	SPINZ	Eastern Africa	Zambia	SZ3	neonate	2016	293521	129	5329894	1	KL23	K23	Typeable	O1/O2v2	O2afg	Typeable	Klebsiella pneumoniae	ST2004	1	O2β	60	O2afg (O1/O2v2)	SZ3	SZ3	SZ3	SZ1	SZ4	SZ3	SZ3	SZ3	SZ3	SZ2	SZ2	SZ2	SZ1	SAMEA9449445
ERR6350769	SPINZ	Eastern Africa	Zambia	SZ15	neonate	2016	177996	340	5758491	1	KL64	K64	Typeable	O1/O2v1	O2a	Typeable	Klebsiella pneumoniae	ST147	0	O2⍺	60	O2a (O1/O2v1)	SZ20	SZ17	SZ15	SZ13	SZ31	SZ23	SZ18	SZ18	SZ15	SZ13	SZ13	SZ13	SZ11	SAMEA9449447
ERR6350890	SPINZ	Eastern Africa	Zambia	SZ15	neonate	2016	205017	507	5798653	1	KL64	K64	Typeable	O1/O2v1	O2a	Typeable	Klebsiella pneumoniae	ST147	0	O2⍺	60	O2a (O1/O2v1)	SZ33	SZ25	SZ15	SZ13	SZ51	SZ39	SZ32	SZ18	SZ15	SZ13	SZ13	SZ13	SZ11	SAMEA9449567
ERR6350933	SPINZ	Eastern Africa	Zambia	SZ15	neonate	2016	205017	253	5747375	1	KL64	K64	Typeable	O1/O2v1	O2a	Typeable	Klebsiella pneumoniae	ST147	0	O2⍺	60	O2a (O1/O2v1)	SZ33	SZ25	SZ15	SZ13	SZ58	SZ45	SZ18	SZ18	SZ15	SZ13	SZ13	SZ13	SZ11	SAMEA9449609
ERR6350896	SPINZ	Eastern Africa	Zambia	SZ1	neonate	2016	204003	216	5630244	1	KL102	Capsule null	Typeable	O1/O2v2	O2afg	Typeable	Klebsiella pneumoniae	ST307	NA	O2β	60	O2afg (O1/O2v2)	SZ15	SZ4	SZ1	SZ1	SZ5	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SAMEA9449573
PID-0821-1356-ZN1134	SPINZ	Eastern Africa	Zambia	SZ1	neonate	2016	119186	425	5625620	1	KL102	Capsule null	Typeable	O1/O2v2	O2afg	Typeable	Klebsiella pneumoniae	ST307	NA	O2β	60	O2afg (O1/O2v2)	SZ15	SZ4	SZ1	SZ1	SZ66	SZ52	SZ40	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SAMEA118602835
PID-0821-1448-ZN1214	SPINZ	Eastern Africa	Zambia	SZ1	neonate	2016	185257	610	5716542	1	KL102	Capsule null	Typeable	O1/O2v2	O2afg	Typeable	Klebsiella pneumoniae	ST307	0	O2β	60	O2afg (O1/O2v2)	SZ15	SZ4	SZ1	SZ1	SZ5	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SAMEA118602837
ERR6350774	SPINZ	Eastern Africa	Zambia	SZ16	neonate	2015	97600	679	5730719	1	KL38	K38	Typeable	O3b	O3b	Typeable	Klebsiella pneumoniae	ST1486	0	O3𝛾	60	O3b	SZ21	SZ18	SZ16	SZ14	SZ33	SZ25	SZ19	SZ19	SZ16	SZ14	SZ14	SZ14	SZ12	SAMEA9449452
ERR6350779	SPINZ	Eastern Africa	Zambia	SZ17	neonate	2016	97565	641	5728594	1	KL38	K38	Typeable	O3b	O3b	Typeable	Klebsiella pneumoniae	ST1486	1	O3𝛾	60	O3b	SZ23	SZ19	SZ17	SZ14	SZ35	SZ26	SZ20	SZ20	SZ17	SZ15	SZ15	SZ15	SZ13	SAMEA9449457
ERR6350822	SPINZ	Eastern Africa	Zambia	SZ1	neonate	2015	281102	528	5457142	1	KL23	K23	Typeable	O1/O2v2	O2afg	Typeable	Klebsiella pneumoniae	ST2004	NA	O2β	60	O2afg (O1/O2v2)	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SAMEA9449499
ERR6350836	SPINZ	Eastern Africa	Zambia	SZ1	neonate	2015	293521	477	5439273	1	KL23	K23	Typeable	O1/O2v2	O2afg	Typeable	Klebsiella pneumoniae	ST2004	0	O2β	60	O2afg (O1/O2v2)	SZ27	SZ1	SZ1	SZ1	SZ42	SZ32	SZ25	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SAMEA9449513
ERR6350838	SPINZ	Eastern Africa	Zambia	SZ1	neonate	2015	430695	162	5336697	1	KL23	K23	Typeable	O1/O2v2	O2afg	Typeable	Klebsiella pneumoniae	ST2004	NA	O2β	60	O2afg (O1/O2v2)	SZ27	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SAMEA9449515
ERR6350930	SPINZ	Eastern Africa	Zambia	SZ1	neonate	2015	269255	229	5635095	1	KL102	Capsule null	Typeable	O1/O2v2	O2afg	Typeable	Klebsiella pneumoniae	ST307	0	O2β	60	O2afg (O1/O2v2)	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SAMEA9449605
ERR6350791	SPINZ	Eastern Africa	Zambia	SZ18	neonate	2016	269471	524	5706486	1	KL17	K17	Typeable	O1/O2v1	O1ab	Typeable	Klebsiella pneumoniae	ST101	0	O1⍺β,2⍺	60	O1 (O1/O2v1)	SZ24	SZ20	SZ12	SZ11	SZ38	SZ28	SZ22	SZ21	SZ18	SZ16	SZ16	SZ16	SZ14	SAMEA9449468
ERR6350798	SPINZ	Eastern Africa	Zambia	SZ1	neonate	2016	241461	258	5629243	1	KL102	unknown (KL102)	Typeable	O1/O2v2	O2afg	Typeable	Klebsiella pneumoniae	ST307	1	O2β	60	O2afg (O1/O2v2)	SZ25	SZ4	SZ1	SZ1	SZ39	SZ29	SZ23	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SAMEA9449476
ERR6350812	SPINZ	Eastern Africa	Zambia	SZ1	neonate	2016	182727	273	5630587	1	KL102	unknown (KL102)	Typeable	O1/O2v2	O2afg	Typeable	Klebsiella pneumoniae	ST307	0	O2β	60	O2afg (O1/O2v2)	SZ4	SZ4	SZ1	SZ1	SZ39	SZ29	SZ23	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SAMEA9449490
ERR6350845	SPINZ	Eastern Africa	Zambia	SZ1	neonate	2016	200662	261	5633022	1	KL102	unknown (KL102)	Typeable	O1/O2v2	O2afg	Typeable	Klebsiella pneumoniae	ST307	1	O2β	60	O2afg (O1/O2v2)	SZ4	SZ4	SZ1	SZ1	SZ39	SZ29	SZ23	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SAMEA9449522
ERR6350855	SPINZ	Eastern Africa	Zambia	SZ1	neonate	2016	200662	239	5630416	1	KL102	unknown (KL102)	Typeable	O1/O2v2	O2afg	Typeable	Klebsiella pneumoniae	ST307	1	O2β	60	O2afg (O1/O2v2)	SZ4	SZ4	SZ1	SZ1	SZ39	SZ29	SZ23	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SAMEA9449532
ERR6350856	SPINZ	Eastern Africa	Zambia	SZ1	neonate	2016	240747	248	5631783	1	KL102	unknown (KL102)	Typeable	O1/O2v2	O2afg	Typeable	Klebsiella pneumoniae	ST307	1	O2β	60	O2afg (O1/O2v2)	SZ4	SZ4	SZ1	SZ1	SZ39	SZ29	SZ23	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SAMEA9449533
ERR6350796	SPINZ	Eastern Africa	Zambia	SZ1	neonate	2015	203990	436	5674794	1	KL102	Capsule null	Typeable	O1/O2v2	O2afg	Typeable	Klebsiella pneumoniae	ST307	NA	O2β	60	O2afg (O1/O2v2)	SZ1	SZ1	SZ1	SZ1	SZ39	SZ29	SZ23	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SAMEA9449472
